date,sleep_hours
2015-02-19,6.4
2015-02-20,7.583333333333333
2015-02-21,6.35
2015-02-22,6.5
2015-02-23,8.916666666666666
2015-02-24,6.6
2015-02-25,6.216666666666667
2015-02-26,5.283333333333333
2015-02-27,9.866666666666667
2015-02-28,5.966666666666667
2015-03-01,7.4
2015-03-02,6.083333333333333
2015-03-03,7.066666666666666
2015-03-04,6.95
2015-03-08,7.033333333333333
2015-03-10,7.433333333333334
2015-03-11,6.566666666666666
2015-03-12,6.283333333333333
2015-03-14,7.85
2015-03-15,6.566666666666666
2015-03-16,5.916666666666667
2015-03-17,9.916666666666666
2015-03-21,7.566666666666666
2015-03-22,7.9
2015-03-26,9.95
2015-04-03,7.066666666666666
2015-04-06,6.616666666666666
2015-04-10,6.95
2015-04-16,6.05
2015-04-22,8.066666666666666
2015-04-26,6.566666666666666
2015-05-03,7.05
2015-05-04,9.183333333333334
2015-05-05,3.1333333333333333
2015-05-06,5.933333333333334
2015-05-09,6.916666666666667
2015-05-12,6.983333333333333
2015-05-15,7.8
2015-05-18,6.116666666666666
2015-05-19,5.6
2015-05-20,6.5
2015-05-23,12.1
2015-06-08,6.283333333333333
2015-06-09,5.833333333333333
2015-06-10,10.033333333333333
2015-07-05,5.983333333333333
2015-07-06,7.05
2015-07-07,6.466666666666667
2015-07-17,6.9
2015-07-18,7.116666666666666
2015-07-19,6.366666666666666
2015-07-20,5.166666666666667
2015-07-21,7.85
2015-07-22,5.916666666666667
2015-07-23,6.916666666666667
2015-07-24,6.45
2015-07-25,7.783333333333333
2015-07-28,6.683333333333334
2015-07-29,6.85
2015-07-30,6.483333333333333
2015-07-31,6.833333333333333
2015-08-01,8.066666666666666
2015-08-02,6.05
2015-08-03,6.816666666666666
2015-08-04,7.1
2015-08-05,5.566666666666666
2015-08-06,7.25
2015-08-07,7.416666666666667
2015-08-08,4.516666666666667
2015-08-09,5.95
2015-08-10,7.083333333333333
2015-08-11,6.666666666666667
2015-08-12,7.133333333333334
2015-08-13,7.316666666666666
2015-08-14,8.05
2015-08-15,6.0
2015-08-16,6.8
2015-08-17,6.816666666666666
2015-08-18,6.4
2015-08-19,7.183333333333334
2015-08-20,6.8
2015-08-21,7.55
2015-08-22,6.416666666666667
2015-08-23,6.816666666666666
2015-08-24,6.266666666666667
2015-08-25,6.55
2015-08-26,6.916666666666667
2015-08-27,7.433333333333334
2015-08-28,6.083333333333333
2015-08-29,6.633333333333334
2015-08-30,6.8
2015-08-31,7.216666666666667
2015-09-01,5.566666666666666
2015-09-02,8.116666666666667
2015-09-03,7.85
2015-09-04,6.533333333333333
2015-09-05,7.883333333333334
2015-09-06,8.566666666666666
2015-09-07,6.9
2015-09-08,5.983333333333333
2015-09-09,6.116666666666666
2015-09-10,6.183333333333334
2015-09-11,7.016666666666667
2015-09-12,7.416666666666667
2015-09-13,7.083333333333333
2015-09-14,6.283333333333333
2015-09-15,3.9166666666666665
2015-09-16,7.3
2015-09-17,6.783333333333333
2015-09-18,5.35
2015-09-19,7.4
2015-09-20,6.716666666666667
2015-09-21,6.983333333333333
2015-09-22,6.75
2015-09-23,6.033333333333333
2015-09-24,6.116666666666666
2015-09-25,7.033333333333333
2015-09-26,7.433333333333334
2015-09-27,6.75
2015-09-28,6.933333333333334
2015-09-29,6.75
2015-09-30,6.433333333333334
2015-10-01,5.9
2015-10-02,8.183333333333334
2015-10-03,5.466666666666667
2015-10-04,5.683333333333334
2015-10-05,7.083333333333333
2015-10-06,6.133333333333334
2015-10-07,6.516666666666667
2015-10-08,6.4
2015-10-09,5.866666666666666
2015-10-10,8.0
2015-10-11,7.183333333333334
2015-10-12,6.116666666666666
2015-10-13,3.5
2015-10-14,7.016666666666667
2015-10-15,6.583333333333333
2015-10-16,7.216666666666667
2015-10-17,7.0
2015-10-18,7.266666666666667
2015-10-19,7.15
2015-10-20,6.416666666666667
2015-10-21,6.416666666666667
2015-10-22,6.316666666666666
2015-10-23,7.25
2015-10-24,6.583333333333333
2015-10-25,7.0
2015-10-26,3.966666666666667
2015-10-27,6.983333333333333
2015-10-28,6.783333333333333
2015-10-29,4.816666666666666
2015-10-30,7.016666666666667
2015-10-31,7.933333333333334
2015-11-01,7.683333333333334
2015-11-02,5.4
2015-11-03,7.216666666666667
2015-11-04,7.55
2015-11-05,6.333333333333333
2015-11-06,5.283333333333333
2015-11-07,6.05
2015-11-08,6.233333333333333
2015-11-09,5.85
2015-11-10,7.5
2015-11-11,6.95
2015-11-12,7.233333333333333
2015-11-13,7.466666666666667
2015-11-14,6.916666666666667
2015-11-15,6.433333333333334
2015-11-16,6.683333333333334
2015-11-17,7.0
2015-11-18,6.466666666666667
2015-11-19,6.183333333333334
2015-11-20,6.133333333333334
2015-11-21,9.183333333333334
2015-11-22,7.016666666666667
2015-11-23,5.15
2015-11-24,6.85
2015-11-25,8.05
2015-11-26,6.666666666666667
2015-11-27,5.8
2015-11-28,7.183333333333334
2015-11-29,7.083333333333333
2015-11-30,6.633333333333334
2015-12-01,6.666666666666667
2015-12-02,6.166666666666667
2015-12-03,6.833333333333333
2015-12-04,7.766666666666667
2015-12-05,6.133333333333334
2015-12-06,7.766666666666667
2015-12-07,6.466666666666667
2015-12-08,8.866666666666667
2015-12-09,6.216666666666667
2015-12-10,6.483333333333333
2015-12-11,5.65
2015-12-12,7.55
2015-12-13,8.566666666666666
2015-12-14,6.85
2015-12-15,8.0
2015-12-16,7.466666666666667
2015-12-17,6.783333333333333
2015-12-18,6.933333333333334
2015-12-19,4.883333333333334
2015-12-20,4.233333333333333
2015-12-21,6.766666666666667
2015-12-22,6.066666666666666
2015-12-23,4.5
2015-12-24,7.433333333333334
2015-12-25,7.333333333333333
2015-12-26,6.866666666666666
2015-12-27,7.35
2015-12-28,6.65
2015-12-29,7.183333333333334
2015-12-30,5.85
2015-12-31,7.3
2016-01-01,7.833333333333333
2016-01-02,7.333333333333333
2016-01-03,6.933333333333334
2016-01-04,5.983333333333333
2016-01-05,7.116666666666666
2016-01-06,6.85
2016-01-07,6.85
2016-01-08,7.05
2016-01-09,6.316666666666666
2016-01-10,7.1
2016-01-11,5.666666666666667
2016-01-12,6.416666666666667
2016-01-13,5.583333333333333
2016-01-14,7.433333333333334
2016-01-15,7.2
2016-01-16,7.483333333333333
2016-01-17,7.616666666666666
2016-01-18,5.866666666666666
2016-01-19,6.35
2016-01-20,7.016666666666667
2016-01-21,7.133333333333334
2016-01-22,6.983333333333333
2016-01-23,6.4
2016-01-24,7.566666666666666
2016-01-25,7.05
2016-01-26,6.366666666666666
2016-01-27,5.3
2016-01-28,7.25
2016-01-29,5.333333333333333
2016-01-30,6.666666666666667
2016-01-31,6.966666666666667
2016-02-01,6.683333333333334
2016-02-02,6.75
2016-02-03,7.333333333333333
2016-02-04,6.116666666666666
2016-02-05,7.416666666666667
2016-02-06,7.366666666666666
2016-02-07,7.4
2016-02-08,6.366666666666666
2016-02-09,6.166666666666667
2016-02-10,6.816666666666666
2016-02-11,7.133333333333334
2016-02-12,4.5
2016-02-13,8.483333333333333
2016-02-14,3.7333333333333334
2016-02-15,5.533333333333333
2016-02-16,6.9
2016-02-17,6.416666666666667
2016-02-18,6.6
2016-02-19,1.2666666666666666
2016-02-20,6.983333333333333
2016-02-21,7.55
2016-02-22,6.316666666666666
2016-02-23,7.216666666666667
2016-02-24,6.016666666666667
2016-02-25,4.35
2016-02-26,7.233333333333333
2016-02-27,7.05
2016-02-28,6.55
2016-02-29,5.716666666666667
2016-03-01,7.516666666666667
2016-03-02,6.783333333333333
2016-03-03,6.416666666666667
2016-03-04,6.866666666666666
2016-03-05,6.933333333333334
2016-03-08,6.416666666666667
2016-03-09,6.65
2016-03-10,5.9
2016-03-11,6.7
2016-03-12,8.283333333333333
2016-03-13,6.566666666666666
2016-03-14,5.966666666666667
2016-03-16,7.316666666666666
2016-03-17,6.733333333333333
2016-03-18,2.35
2016-03-19,7.133333333333334
2016-03-20,6.233333333333333
2016-03-21,7.416666666666667
2016-03-22,6.633333333333334
2016-03-23,7.216666666666667
2016-03-24,6.633333333333334
2016-03-25,7.4
2016-03-26,7.466666666666667
2016-03-27,6.883333333333334
2016-03-28,7.2
2016-03-29,6.266666666666667
2016-03-30,6.933333333333334
2016-03-31,6.15
2016-04-01,7.233333333333333
2016-04-02,6.583333333333333
2016-04-03,6.983333333333333
2016-04-04,3.65
2016-04-05,7.116666666666666
2016-04-06,5.2
2016-04-08,7.233333333333333
2016-04-09,7.933333333333334
2016-04-10,6.85
2016-04-11,7.583333333333333
2016-04-12,6.333333333333333
2016-04-13,6.5
2016-04-14,7.1
2016-04-15,6.216666666666667
2016-04-16,9.283333333333333
2016-04-17,7.166666666666667
2016-04-18,6.033333333333333
2016-04-19,6.683333333333334
2016-04-20,5.766666666666667
2016-04-21,5.833333333333333
2016-04-22,7.383333333333334
2016-04-23,7.583333333333333
2016-04-24,7.05
2016-04-25,6.466666666666667
2016-04-26,7.183333333333334
2016-04-27,7.0
2016-04-28,7.016666666666667
2016-04-29,6.6
2016-04-30,7.733333333333333
2016-05-01,6.983333333333333
2016-05-02,6.45
2016-05-03,7.75
2016-05-04,6.116666666666666
2016-05-05,7.15
2016-05-06,7.733333333333333
2016-05-07,6.616666666666666
2016-05-08,6.933333333333334
2016-05-09,6.5
2016-05-10,6.2
2016-05-11,5.916666666666667
2016-05-12,7.083333333333333
2016-05-13,7.016666666666667
2016-05-14,7.8
2016-05-15,6.766666666666667
2016-05-16,6.2
2016-05-17,6.633333333333334
2016-05-18,7.016666666666667
2016-05-19,8.35
2016-05-20,6.566666666666666
2016-05-21,7.483333333333333
2016-05-22,7.216666666666667
2016-05-23,7.583333333333333
2016-05-24,6.75
2016-05-25,5.883333333333334
2016-05-26,6.566666666666666
2016-05-27,7.6
2016-05-28,7.166666666666667
2016-05-29,7.166666666666667
2016-05-30,6.616666666666666
2016-05-31,5.7
2016-06-01,5.616666666666666
2016-06-02,6.416666666666667
2016-06-03,7.316666666666666
2016-06-04,7.3
2016-06-05,7.566666666666666
2016-06-06,5.816666666666666
2016-06-07,6.833333333333333
2016-06-08,7.3
2016-06-09,6.016666666666667
2016-06-10,6.183333333333334
2016-06-11,6.033333333333333
2016-06-12,7.1
2016-06-13,6.783333333333333
2016-06-14,7.616666666666666
2016-06-15,5.716666666666667
2016-06-16,7.216666666666667
2016-06-17,7.0
2016-06-18,7.55
2016-06-19,6.683333333333334
2016-06-20,6.816666666666666
2016-06-21,6.283333333333333
2016-06-22,6.733333333333333
2016-06-23,6.483333333333333
2016-06-24,6.883333333333334
2016-06-25,7.233333333333333
2016-06-26,7.083333333333333
2016-06-27,6.716666666666667
2016-06-28,6.416666666666667
2016-06-29,6.55
2016-06-30,4.966666666666667
2016-07-01,8.55
2016-07-02,6.55
2016-07-03,5.95
2016-07-04,6.283333333333333
2016-07-05,6.133333333333334
2016-07-06,5.766666666666667
2016-07-07,6.566666666666666
2016-07-08,7.516666666666667
2016-07-09,8.0
2016-07-10,6.333333333333333
2016-07-11,7.216666666666667
2016-07-12,6.55
2016-07-13,6.15
2016-07-14,6.783333333333333
2016-07-15,6.666666666666667
2016-07-16,6.25
2016-07-17,6.85
2016-07-18,6.366666666666666
2016-07-19,5.833333333333333
2016-07-20,7.266666666666667
2016-07-21,6.133333333333334
2016-07-22,6.95
2016-07-23,7.6
2016-07-24,6.766666666666667
2016-07-25,6.716666666666667
2016-07-26,6.25
2016-07-27,6.5
2016-07-28,7.333333333333333
2016-07-29,7.15
2016-07-30,6.416666666666667
2016-07-31,7.216666666666667
2016-08-01,6.45
2016-08-02,6.883333333333334
2016-08-03,7.3
2016-08-04,6.85
2016-08-05,7.783333333333333
2016-08-06,7.416666666666667
2016-08-07,6.9
2016-08-08,6.366666666666666
2016-08-09,7.166666666666667
2016-08-10,5.3
2016-08-11,5.966666666666667
2016-08-12,6.5
2016-08-13,7.4
2016-08-14,7.3
2016-08-15,6.6
2016-08-16,7.566666666666666
2016-08-17,7.15
2016-08-18,7.3
2016-08-19,7.133333333333334
2016-08-20,8.033333333333333
2016-08-21,7.583333333333333
2016-08-22,3.7
2016-08-23,6.166666666666667
2016-08-24,5.666666666666667
2016-08-25,5.25
2016-08-26,7.5
2016-08-27,7.183333333333334
2016-08-28,6.333333333333333
2016-08-29,6.283333333333333
2016-08-30,7.483333333333333
2016-08-31,5.833333333333333
2016-09-01,6.483333333333333
2016-09-02,6.583333333333333
2016-09-03,7.55
2016-09-04,7.033333333333333
2016-09-05,6.1
2016-09-06,8.166666666666666
2016-09-07,6.633333333333334
2016-09-08,6.8
2016-09-09,6.566666666666666
2016-09-10,7.783333333333333
2016-09-11,5.833333333333333
2016-09-12,6.216666666666667
2016-09-13,8.233333333333333
2016-09-14,7.45
2016-09-15,6.483333333333333
2016-09-16,7.166666666666667
2016-09-17,5.783333333333333
2016-09-18,7.333333333333333
2016-09-19,5.75
2016-09-20,7.366666666666666
2016-09-21,6.1
2016-09-22,7.2
2016-09-23,7.833333333333333
2016-09-24,7.15
2016-09-25,6.4
2016-09-26,5.966666666666667
2016-09-27,6.35
2016-09-28,6.383333333333334
2016-09-29,6.35
2016-09-30,7.233333333333333
2016-10-01,5.966666666666667
2016-10-02,6.633333333333334
2016-10-03,6.183333333333334
2016-10-04,8.133333333333333
2016-10-05,7.5
2016-10-06,6.833333333333333
2016-10-07,7.666666666666667
2016-10-08,6.7
2016-10-09,6.8
2016-10-10,6.283333333333333
2016-10-11,5.35
2016-10-12,5.583333333333333
2016-10-13,6.2
2016-10-14,6.866666666666666
2016-10-15,6.583333333333333
2016-10-16,5.966666666666667
2016-10-17,6.633333333333334
2016-10-18,6.433333333333334
2016-10-19,6.866666666666666
2016-10-20,7.3
2016-10-21,7.483333333333333
2016-10-22,6.433333333333334
2016-10-23,7.183333333333334
2016-10-24,7.05
2016-10-25,7.033333333333333
2016-10-26,6.3
2016-10-27,7.45
2016-10-28,6.25
2016-10-29,5.916666666666667
2016-10-30,6.683333333333334
2016-10-31,6.083333333333333
2016-11-01,6.133333333333334
2016-11-02,6.616666666666666
2016-11-04,6.65
2016-11-05,9.916666666666666
2016-11-06,6.266666666666667
2016-11-07,5.933333333333334
2016-11-08,5.55
2016-11-09,6.666666666666667
2016-11-10,6.283333333333333
2016-11-11,6.433333333333334
2016-11-12,5.766666666666667
2016-11-13,6.166666666666667
2016-11-14,6.266666666666667
2016-11-15,6.883333333333334
2016-11-16,7.383333333333334
2016-11-17,7.35
2016-11-18,6.5
2016-11-19,7.083333333333333
2016-11-20,6.9
2016-11-21,6.166666666666667
2016-11-22,7.083333333333333
2016-11-23,7.15
2016-11-24,7.533333333333333
2016-11-25,6.933333333333334
2016-11-26,5.65
2016-11-27,6.65
2016-11-28,6.366666666666666
2016-11-29,5.2
2016-11-30,6.85
2016-12-01,6.416666666666667
2016-12-02,6.633333333333334
2016-12-03,6.766666666666667
2016-12-04,7.05
2016-12-05,6.8
2016-12-06,5.05
2016-12-07,6.8
2016-12-08,6.2
2016-12-09,7.266666666666667
2016-12-10,7.1
2016-12-11,6.666666666666667
2016-12-12,5.516666666666667
2016-12-13,6.283333333333333
2016-12-14,6.366666666666666
2016-12-15,5.633333333333334
2016-12-16,6.633333333333334
2016-12-17,7.4
2016-12-18,6.683333333333334
2016-12-19,6.133333333333334
2016-12-20,6.933333333333334
2016-12-21,5.633333333333334
2016-12-22,6.733333333333333
2016-12-23,8.05
2016-12-24,6.566666666666666
2016-12-25,7.233333333333333
2016-12-26,7.3
2016-12-27,7.216666666666667
2016-12-28,5.85
2016-12-29,5.833333333333333
2016-12-30,5.966666666666667
2016-12-31,6.916666666666667
2017-01-01,7.333333333333333
2017-01-02,6.95
2017-01-03,7.333333333333333
2017-01-04,6.116666666666666
2017-01-05,6.65
2017-01-06,7.8
2017-01-07,7.816666666666666
2017-01-08,7.183333333333334
2017-01-09,6.133333333333334
2017-01-10,7.983333333333333
2017-01-11,7.383333333333334
2017-01-12,6.85
2017-01-13,6.283333333333333
2017-01-14,7.683333333333334
2017-01-15,6.283333333333333
2017-01-16,7.35
2017-01-17,4.633333333333334
2017-01-18,6.616666666666666
2017-01-19,7.016666666666667
2017-01-21,7.416666666666667
2017-01-22,7.583333333333333
2017-01-23,6.3
2017-01-24,6.466666666666667
2017-01-25,6.216666666666667
2017-01-26,7.2
2017-01-27,7.566666666666666
2017-01-28,5.9
2017-01-29,6.616666666666666
2017-01-30,6.65
2017-02-05,7.433333333333334
2017-02-06,7.25
2017-02-07,6.35
2017-02-08,5.4
2017-02-09,6.366666666666666
2017-02-10,7.383333333333334
2017-02-11,7.35
2017-02-12,7.1
2017-02-13,6.583333333333333
2017-02-14,7.283333333333333
2017-02-15,7.183333333333334
2017-02-16,6.316666666666666
2017-02-17,7.2
2017-02-18,7.3
2017-02-19,6.583333333333333
2017-02-20,7.0
2017-02-21,5.583333333333333
2017-02-22,6.95
2017-02-23,7.85
2017-02-24,6.616666666666666
2017-02-25,7.633333333333334
2017-02-26,6.566666666666666
2017-02-27,6.7
2017-02-28,6.983333333333333
2017-03-01,6.683333333333334
2017-03-02,6.316666666666666
2017-03-03,7.7
2017-03-04,6.133333333333334
2017-03-05,6.666666666666667
2017-03-06,6.65
2017-03-07,5.616666666666666
2017-03-08,5.833333333333333
2017-03-09,5.783333333333333
2017-03-10,6.433333333333334
2017-03-11,7.65
2017-03-12,7.883333333333334
2017-03-13,7.166666666666667
2017-03-14,6.733333333333333
2017-03-15,6.816666666666666
2017-03-16,6.733333333333333
2017-03-17,7.5
2017-03-18,8.016666666666667
2017-03-19,7.766666666666667
2017-03-20,6.316666666666666
2017-03-21,5.683333333333334
2017-03-22,5.6
2017-03-23,8.416666666666666
2017-03-27,7.016666666666667
2017-03-28,6.3
2017-03-29,6.366666666666666
2017-03-30,8.066666666666666
2017-03-31,6.85
2017-04-01,8.416666666666666
2017-04-02,5.6
2017-04-03,7.033333333333333
2017-04-04,7.216666666666667
2017-04-05,5.633333333333334
2017-04-06,7.166666666666667
2017-04-07,7.15
2017-04-08,7.25
2017-04-09,6.733333333333333
2017-04-10,5.033333333333333
2017-04-11,6.033333333333333
2017-04-12,5.633333333333334
2017-04-13,7.766666666666667
2017-04-14,6.7
2017-04-15,6.116666666666666
2017-04-16,7.466666666666667
2017-04-17,4.366666666666666
2017-04-18,7.833333333333333
2017-04-19,7.083333333333333
2017-04-20,5.416666666666667
2017-04-21,5.8
2017-04-22,6.866666666666666
2017-04-23,6.5
2017-04-24,6.833333333333333
2017-04-25,6.35
2017-04-26,7.033333333333333
2017-04-27,6.783333333333333
2017-04-28,6.6
2017-04-29,6.216666666666667
2017-04-30,6.45
2017-05-01,6.216666666666667
2017-05-02,5.933333333333334
2017-05-03,6.65
2017-05-04,7.533333333333333
2017-05-05,7.216666666666667
2017-05-06,5.55
2017-05-07,6.433333333333334
2017-05-08,6.5
2017-05-09,6.316666666666666
2017-05-10,7.383333333333334
2017-05-11,5.533333333333333
2017-05-12,6.716666666666667
2017-05-13,4.833333333333333
2017-05-14,6.433333333333334
2017-05-15,6.5
2017-05-16,6.283333333333333
2017-05-17,6.783333333333333
2017-05-18,6.283333333333333
2017-05-19,5.85
2017-05-20,6.233333333333333
